Company Name|Year|Total income|Change in stock|Total expenses|Total liabilities|Total assets|No. of employees|Sales
Purple Products Pvt. Ltd.|31-03-2022|6152.70|-61.60|6012.90|1362.90|1362.90||6133.20
Purple Wave Infocom Pvt. Ltd.|31-03-2022|578.80|1.20|575.70|282.80|282.80||577.40
Purshotam Industries Ltd.|31-03-2022|78.20|8.00|83.80|383.50|383.50||76.90
Purshotam Profiles Pvt. Ltd.|31-03-2022|16919.90|226.50|16752.40|4330.10|4330.10||16884.40
Purshotam Rays Power Pvt. Ltd.|31-03-2022|39.90||42.20|291.50|291.50||39.10
Purshottam Investofin Ltd.|31-03-2023|149.50||145.80|835.80|835.80|8|
Purthi Hydro Power Pvt. Ltd. [Merged]|31-03-2019||||595.00|595.00||
Purti Agrotech Ltd. [Merged]|31-03-2019|199.90|91.60|288.50|643.00|643.00||199.90
Purti Power & Sugar Ltd.|31-03-2022|3.60|-0.40|6.40|149.30|149.30||3.60
Purulia & Kharagpur Transmission Co. Ltd.|31-03-2022|805.60||758.10|3930.00|3930.00||800.40
Purulia Metal Casting Pvt. Ltd.|31-03-2021|4199.60|-246.70|3878.00|4725.90|4725.90||4193.90
Pururavas Consultancy Pvt. Ltd.|31-03-2022|0.10||0.10|2.60|2.60||
Purus Projects Pvt. Ltd.|31-03-2015||||0.90|0.90||
Purus Properties Pvt. Ltd.|31-03-2015||||257.20|257.20||
Purva Agro & Plantation Ltd.|31-03-2007|0.10|0.10|0.20|2.40|2.40||0.10
Purva Capital Market Ltd.|31-03-2022|15.50||6.80|127.40|127.40||
Purva Good Earth Properties Pvt. Ltd.|31-03-2022||8.40|379.10|3119.00|3119.00||
Purva Property Services Pvt. Ltd.|31-03-2022|170.50||169.60|59.00|59.00||170.10
Purva Realities Pvt. Ltd.|31-03-2022||163.30|194.00|685.80|685.80||
Purva Ruby Properties Pvt. Ltd.|31-03-2022|0.60|523.20|523.30|1833.80|1833.80||
Purva Sapphire Land Pvt. Ltd.|31-03-2022||||0.80|0.80||
Purva Star Properties Pvt. Ltd.|31-03-2022|118.40|1.20|87.30|967.10|967.10||63.80
Purvanchal Business Promotions Ltd.|31-03-2012|0.70||0.50|13.60|13.60||
Purvanchal Investment & Trdg. Co. Pvt. Ltd.|31-03-2023|3.20||3.10|23.40|23.40||1.40
Purvanchal Leasing Ltd.|31-03-2014|22.80||2.80|431.60|431.60||
Purvanchal Vidyut Vitaran Nigam Ltd.|31-03-2021|152474.00||188135.40|625607.20|625607.20||116908.60
Purvi Bharat Steel Ltd.|31-03-2022|104.10||99.80|47.50|47.50||104.10
Purvi Electronics Pvt. Ltd.|31-03-1996|109.70|1.60|96.10|121.40|121.40||100.80
Purvi Finvest Ltd.|31-03-2010|5.40||6.40|332.50|332.50||
Purvi Iron Ltd.|31-03-2022|879.30|26.60|886.50|170.40|170.40||877.50
Purvi Securities Ltd.|31-03-2022|||0.20|1.50|1.50||
Purvi Vanijya Niyojan Ltd.|31-03-2022|159.70||56.40|2928.80|2928.80||0.30
Purvottar Financial Services Pvt. Ltd.|31-03-2011|1.20||1.20|162.60|162.60||
Pusad Medical Foundation Pvt. Ltd.|31-03-2022|86.00||76.90|38.90|38.90||85.90
Pusam Rubber Products Pvt. Ltd.|31-03-2022|||0.10|67.00|67.00||
Pushkar Banijya Ltd.|31-03-2022|55.60||31.80|601.50|601.50||
Pushkar Commercial Ltd.|31-03-2011|5.40||2.10|234.10|234.10||
Pushkarna Sales Pvt. Ltd.|31-03-2022|148.70|6.30|152.80|86.60|86.60||148.50
Pushpa Builders Ltd.|31-03-2021|||0.20|213.90|213.90||
Pushpa Ispat Pvt. Ltd.|31-03-2022|118.10|6.80|127.60|100.90|100.90||117.90
Pushpa Packages Ltd.|31-03-2010||||22.90|22.90||
Pushpa Steels Pvt. Ltd.|31-03-2007|0.20||0.40|45.60|45.60||0.20
Pushpak Bullions Pvt. Ltd.|31-03-2022||||2266.80|2266.80||
Pushpak Financial Services Pvt. Ltd.|31-03-2022|26.90||13.60|247.40|247.40||17.50
Pushpak Healthcare Services Pvt. Ltd.|31-03-2022|0.30||0.30|63.50|63.50||
Pushpak International Ltd.|31-03-2022|4.50||1.70|72.10|72.10||
Pushpak Organics (India) Pvt. Ltd.|31-03-2022|22.40|0.10|22.30|19.40|19.40||21.60
Pushpak Steel Inds. Pvt. Ltd.|31-03-2022|4416.30|111.30|4404.30|1828.60|1828.60||4380.60
Pushpak Trademech Ltd.|31-03-2022|64.80|26.60|89.90|179.30|179.30||64.40
Pushpalata Investments Ltd.|31-03-2012|12.10||11.70|90.70|90.70||12.10
Pushpam Consultancy & Solutions Pvt. Ltd.|31-03-2022|94.50|5.50|96.50|76.80|76.80||92.50
Pushpam Tradelink Pvt. Ltd.|31-03-2021|9.70|0.10|10.10|3.40|3.40||9.70
Pushpanjali Credit Resources Pvt. Ltd.|31-03-2022|9.60||4.90|174.50|174.50||
Pushpanjali Estates Pvt. Ltd.|31-03-2022|31.50|0.00|26.70|217.70|217.70||11.60
Pushpanjali Medicare Pvt. Ltd.|31-03-2022|382.30|1.00|327.10|322.40|322.40||378.40
Pushpanjali Realms & Infratech Ltd.|31-03-2019|137.00|60.00|235.10|925.10|925.10|42|136.90
Pushpanjali Trexim Pvt. Ltd.|31-03-2022|11.50|-0.10|5.40|153.70|153.70||11.40
Pushpanjli Finsolutions Ltd.|31-03-2023|12.70||3.40|153.60|153.60||
Pushpashree (India) Ltd.|31-03-2022|6.30||4.80|76.20|76.20||
Pushpawati Singhania Hospital & Research Institute|31-03-2022|1324.20||1279.50|1490.70|1490.70||1309.00
Pushpit Steels Pvt. Ltd.|31-03-2022|8345.40|156.60|8362.90|4878.80|4878.80||8333.30
Pushpkamal Enterprises Pvt. Ltd.|31-03-2010|0.20||0.10|20.70|20.70||0.20
Pushpsons Industries Ltd.|31-03-2023|25.10|1.30|29.40|49.60|49.60|16|24.00
Pushpsri Fiscal Services Pvt. Ltd.|31-03-2021|8.10||8.00|624.90|624.90||
Pushya Industrial Gases Ltd.|31-03-2008|20.60||0.40|0.40|0.40||
Pussimbing Tea Co. Ltd.|31-03-2022|51.90|1.40|61.50|23.30|23.30||50.80
Puthutotam Estates (1943) Ltd.|31-03-2022|277.70|-31.80|244.90|308.40|308.40||265.80
Putpex Commercial Trade Pvt. Ltd.|31-03-2022|7043.00|-3.70|7038.90|196.50|196.50||7042.90
Putzmeister Concrete Machines Pvt. Ltd.|31-03-2022|6143.90|166.60|6207.10|3985.20|3985.20||6128.30
Pyarchand Kesharimal Porwal Bidi Mfrs. Ltd.|31-03-2004|12.30|-0.60|11.80|8.70|8.70||12.30
Pyarelal Textiles Ltd.|31-03-2010|2.20|1.30|12.30|50.30|50.30||
Pyramid Finance Pvt. Ltd.|31-03-2023|36.90||19.00|410.20|410.20||2.90
Pyramid I T Consulting Pvt. Ltd.|31-03-2022|3926.50||3648.20|1477.00|1477.00||3851.10
Pyramid Metallics Pvt. Ltd.|31-03-2023|||0.10|0.40|0.40||
Pyramid Saimira Production Services Ltd.|31-03-2008|197.70||192.00|193.50|193.50||197.70
Pyramid Saimira Theatre Ltd.|30-06-2009|7856.60||9305.50|7958.90|7958.90||7783.70
Pyramid Technoplast Ltd.|31-03-2023|4820.10|4.70|4507.20|2260.80|2260.80||4800.80
Pyrapure Chemicals Pvt. Ltd.|31-03-1995|154.20|19.10|180.20|47.40|47.40||154.20
Pyretic Trading & Finance Co. Ltd.|31-03-2012|0.20||0.20|52.80|52.80||
Pyrites, Phosphates & Chemicals Ltd.|31-03-2006|46.60||1185.70|426.80|426.80|12|
Pyroleum Products Pvt. Ltd.|31-03-2022||||0.30|0.30||
Pyung H W A India Pvt. Ltd.|31-03-2021|4067.50|19.60|4342.30|2732.40|2732.40||4026.90
Pyxis Finvest Ltd.|31-03-2023|22.20||10.20|325.70|325.70|0|
Q & B Retail Ltd.|31-03-2020|0.30||0.30|142.50|142.50||0.30
Q A I (India) Ltd.|31-03-2022|189.80||170.30|345.10|345.10||176.30
Q C S Voice & Waves Ltd.|31-03-2011||||0.60|0.60||
Q G O Finance Ltd.|31-03-2023|115.50||97.90|830.60|830.60|9|
Q H Talbros Pvt. Ltd.|31-03-2022|6067.60|34.40|5879.60|3741.10|3741.10||6029.50
Q M S Medical Allied Services Ltd.|31-03-2023|1047.80|56.80|1040.80|1184.40|1184.40|51|1040.90
Q N S Facility Mgmt. Pvt. Ltd.|31-03-2018|1160.80||1157.80|6735.60|6735.60||1141.80
Q P S Bioserve India Pvt. Ltd.|31-03-2022|776.30||453.80|1225.20|1225.20||759.10
Q R G Corporate Services Ltd.|31-03-2011|0.20||0.70|5.90|5.90||
Q R G Enterprises Ltd.|31-03-2023|216.40||63.20|674.70|674.70||194.40
Q R G Exim Ltd.|31-03-2011|0.10||0.30|0.30|0.30||
Q R G Investments & Holdings Ltd.|31-03-2023|2788.70||1171.90|18090.30|18090.30||
Q R G Medicare Ltd.|31-03-2022|1713.20|0.00|1741.40|2153.30|2153.30||1704.10
Q S G Technologies Pvt. Ltd.|31-03-2022|121.40||103.20|215.10|215.10||116.30
Q V C Exports Ltd.|31-03-2022|1275.70|16.60|1284.90|467.70|467.70||1233.50
Q V C Realty Co. Ltd.|31-03-2019|473.10|-11.60|387.10|6316.00|6316.00||450.00
Q X K P O Services Pvt. Ltd.|31-03-2022|1.20||1.20|10.20|10.20||0.70
Qasar Healthcare Pvt. Ltd.|31-03-2022||||0.00|||
Qburst Technologies Pvt. Ltd.|31-03-2022|3604.30||2814.20|3106.20|3106.20||3568.20
Qdigi Services Ltd.|31-03-2022|2364.40||2350.00|1118.50|1118.50||2360.90
Qfund Technologies Pvt. Ltd.|31-03-2022|||4.50|25.60|25.60||
Qing Ambay City Developers Corpn. Ltd.|31-03-2022|917.20||837.90|313356.60|313356.60||893.40
Qio Technologies India Pvt. Ltd.|31-03-2022|70.50||64.90|39.80|39.80||70.50
Qlogic (India) Pvt. Ltd.|31-03-2020|852.50||743.50|1255.90|1255.90||823.50
Qpro Infotech Ltd.|31-03-2015|||0.20|72.50|72.50||
Quadeye Securities Pvt. Ltd.|31-03-2022|68.70||8.80|509.30|509.30||
Quadient Solutions India Pvt. Ltd.|31-03-2022|55.90|-1.20|56.90|69.00|69.00||55.80
Quadpro Ites Ltd.|31-03-2023|93.90||85.90|195.80|195.80|92|86.50
Quadra Press India Ltd.|31-03-2011|54.80|-0.40|52.40|62.20|62.20||54.20
Quadrangle Estates Pvt. Ltd.|31-03-2015||||29.40|29.40||
Quadrant Communications Ltd.|31-03-2016|43.30||37.10|95.50|95.50||36.80
Quadrant E P P Surlon Uttaranchal Pvt. Ltd. [Merged]|31-03-2011|72.00|-2.10|61.50|75.20|75.20||70.90
Quadrant Engineers Ltd.|31-03-2013|0.10||0.10|31.80|31.80||
Quadrant Systems Ltd.|31-03-2002|2.90||2.90|1.60|1.60||2.90
Quadrant Televentures Ltd.|31-03-2023|4032.20||5082.30|1608.30|1608.30|1050|3972.10
Quadratech Autocomp Pvt. Ltd.|31-03-2022|43.70||41.60|21.50|21.50||43.70
Quadrillion Finance Pvt. Ltd.|31-03-2022|2441.60||2349.40|24204.40|24204.40||0.10
Quadron Business Park Pvt. Ltd.|31-03-2023|1785.40||3735.00|16110.30|16110.30||1772.70
Quadronix Systech Technologies Pvt. Ltd.|31-03-2021|6.20|0.60|6.70|3.00|3.00||6.20
Quaker Chemical India Pvt. Ltd.|31-03-2021|3080.60|196.40|3022.40|2852.90|2852.90||3041.80
Qualcomm India Pvt. Ltd.|31-03-2022|117468.50||106654.40|74472.00|74472.00||117052.50
Qualcon Engineering Solutions (Pune) Pvt. Ltd.|31-03-2022|12.70||11.30|13.60|13.60||12.70
Qualcon Laboratories Pvt. Ltd.|31-03-2022|2.50||2.60|2.40|2.40||2.30
Qualitek Labs Ltd.|31-03-2022|120.20||108.80|222.30|222.30||119.70
Quality Austria Central Asia Pvt. Ltd.|31-03-2022|838.40||752.40|517.80|517.80||828.10
Quality Capital Ltd.|31-03-2022|13.60||13.70|44.50|44.50||
Quality Care India Ltd.|31-03-2022|10282.80||9227.50|11559.00|11559.00||10223.10
Quality Cine Laboratories Pvt. Ltd.|31-03-2007|128.40||128.10|321.40|321.40||126.80
Quality Electrowire Inds Pvt. Ltd.|31-03-2012|368.90|27.90|394.50|270.30|270.30||368.90
Quality Enviro Engineers Pvt. Ltd.|31-03-2022|450.10||434.80|243.10|243.10||446.60
Quality Evaluation & Systems Team Pvt. Ltd.|31-03-2022|239.40||232.70|171.90|171.90||235.90
Quality Foils (India) Ltd.|31-03-2023|1889.00|-61.20|1795.90|762.00|762.00|166|1865.10
Quality Iron & Steel Ltd.|31-03-2022|||0.10|0.00|||
Quality Minerals Ltd. [Merged]|31-03-2014|2.30||0.80|26.10|26.10||
Quality Pharmaceuticals Pvt. Ltd.|31-03-1995|56.10|0.30|56.10|63.40|63.40||55.40
Quality R O Inds. Ltd.|31-03-2023|56.00|-1.70|54.50|111.90|111.90|3|55.30
Quality Steel Products Ltd.|31-03-2012|228.20|-2.60|224.50|79.70|79.70||225.00
Quality Steels & Forgings Ltd.|31-03-1997|141.30|-3.00|156.70|128.10|128.10||137.10
Quality Synthetics Inds. Ltd.|31-03-2022|22.10||15.10|418.80|418.80||
Qualitykiosk Technologies Pvt. Ltd.|31-03-2022|3235.40|144.80|2913.40|2343.60|2343.60||3124.80
Qualys Security Techservices Pvt. Ltd.|31-03-2023|6494.30||5982.80|3449.20|3449.20||6386.20
Quandong Investments Ltd. [Merged]|31-03-1996|1.90||2.30|16.50|16.50||
Quant Broking Pvt. Ltd.|31-03-2022|3.20||20.70|804.50|804.50||
Quant Capital Trustee Ltd.|31-03-2022|1.20||1.00|2.60|2.60||
Quant Commodities Pvt. Ltd.|31-03-2016|78.80||74.70|243.40|243.40||
Quant Money Managers Ltd.|31-03-2022|209.90||121.10|695.50|695.50||
Quanta Process Solutions Pvt. Ltd.|31-03-2022|169.30||136.60|135.20|135.20||167.10
Quantiphi Analytics Solutions Pvt. Ltd.|31-03-2022|5092.60||4605.60|1562.70|1562.70||5087.30
Quantm Ltd.|31-03-2007|597.20|-15.90|578.60|142.90|142.90||597.10
Quantum Asset Mgmt. Co. Pvt. Ltd.|31-03-2023|258.40||347.20|731.30|731.30||227.30
Quantum Build-Tech Ltd.|31-03-2023|||3.90|61.70|61.70|5|
Quantum Clothing India Pvt. Ltd.|31-03-2022|3479.30|18.60|3414.50|1291.40|1291.40||3473.40
Quantum Consumer Solutions Pvt. Ltd.|31-03-2022|308.20||287.80|293.80|293.80||303.70
Quantum Digital Vision (India) Ltd.|31-03-2023|3.70||3.50|45.70|45.70||3.70
Quantum Eservices Pvt. Ltd.|31-03-2009|39.10||35.20|117.30|117.30||38.80
Quantum Global Securities Ltd.|31-03-2014|3.70||3.60|47.80|47.80||
Quantum Information Services Pvt. Ltd.|31-03-2022|22.60||18.90|52.90|52.90||11.40
Quantum Knits Pvt. Ltd.|31-03-2023|292.00||337.40|319.40|319.40||292.00
Quantum Ltd.|31-03-2008|3.80||3.10|29.00|29.00||3.80
Quantum Trustee Co. Pvt. Ltd.|31-03-2023|8.80||6.60|11.30|11.30||
Quark Solar Pvt. Ltd.|31-03-2021|123.20|-1.80|117.30|88.70|88.70||118.50
Quarkxpress Publishing R&D (India) Pvt. Ltd.|31-03-2022|473.10||378.60|309.10|309.10||460.80
Quartesian Clinical Research Pvt. Ltd.|31-03-2019|319.60||298.00|118.20|118.20||319.20
Quartz Finance Pvt. Ltd.|31-03-2010||||0.00|||
Quasar India Ltd.|31-03-2023|43.50||33.40|94.90|94.90||40.50
Quatrro Global Services Pvt. Ltd.|31-03-2022|20.70||202.50|803.30|803.30||
Quatrro Mortgage Solutions Pvt. Ltd.|31-03-2020|71.40||71.90|55.80|55.80||70.60
Quba Architectural Products Pvt. Ltd.|31-03-2022|1001.70|194.10|1185.60|1031.30|1031.30||1000.70
Qube Cinema Technologies Pvt. Ltd.|31-03-2022|1732.60|55.60|2183.30|3445.20|3445.20||1708.20
Qubix Business Park Pvt. Ltd.|31-03-2023|815.20||612.50|2380.10|2380.10||807.10
Quebec Petroleum Resources Ltd.|31-03-2022|3238.50|-49.30|3131.00|777.80|777.80||3237.50
Quess Corp Ltd.|31-03-2023|123328.60||122026.90|45812.80|45812.80|2534|121963.50
Quest Academy Ltd.|31-03-2022|||0.10|42.40|42.40||
Quest Capital Markets Ltd.|31-03-2023|246.10||57.50|6981.70|6981.70|3|
Quest Diagnostics India Pvt. Ltd.|31-03-2022|11.90||40.90|195.60|195.60||6.80
Quest Fin-Sec Markets Ltd.|31-03-2011|8.20||8.00|53.20|53.20||
Quest Financial Services Ltd.|31-03-2021|1.20||1.40|435.90|435.90|8|
Quest Global Engg. Services Pvt. Ltd.|31-03-2022|14761.80||13201.90|21581.80|21581.80||14273.50
Quest Globall Engg. Pvt. Ltd.|31-03-2016|2885.30||2649.10|2379.00|2379.00||2862.10
Quest Portfolio Services Pvt. Ltd.|31-03-2022|295.10||34.70|1872.90|1872.90||
Quest Properties India Ltd.|31-03-2022|1113.10|-42.80|829.40|5935.50|5935.50||1038.20
Quest Realtors Pvt. Ltd.|31-03-2022||||26.40|26.40||
Quest Retail Pvt. Ltd.|31-03-2022|3552.10|441.70|3726.70|3382.90|3382.90||3522.40
Quest Softech (India) Ltd.|31-03-2023|0.70||4.30|87.30|87.30||0.30
Questar Investments Ltd. [Merged]|31-03-2008|2.50||0.70|54.10|54.10||
Quick 'N' Safe Ltd.|31-03-2013|702.30||689.40|568.80|568.80||702.30
Quick Electronics & Engg. Co. Ltd.|31-03-2022|1.40||1.20|84.00|84.00||
Quick Flight Ltd. [Merged]|31-03-2016|3.10||3.10|18.40|18.40||2.20
Quick Forex Ltd.|31-03-2022|155.80||140.00|177.90|177.90||2.80
Quick Heal Technologies Ltd.|31-03-2023|3007.30|-3.90|2926.40|5404.10|5404.10|1103|2816.90
Quick Investment (India) Ltd.|31-03-2022|60.00||8.30|332.50|332.50||
Quick Thread Pvt. Ltd.|31-03-2012|3.00||3.10|2.20|2.20||
Quick-Solution Properties Pvt. Ltd.|31-03-2022|0.20||0.10|13.50|13.50||
Quicktouch Technologies Ltd.|31-03-2022|254.80||232.70|282.90|282.90||254.50
Quikjet Cargo Airlines Pvt. Ltd.|31-03-2008|1.00||182.90|397.00|397.00||
Quikr India Pvt. Ltd.|31-03-2022|617.30||830.20|1842.80|1842.80||470.40
Quikr Realty Pvt. Ltd.|31-03-2022|26.20||35.70|178.80|178.80||16.70
Quikr Red Pvt. Ltd.|31-03-2022|0.50||4.90|15.80|15.80||
Quill Publishers Pvt. Ltd.|31-03-2012|||0.20|0.10|0.10||
Quill Stationery & Office Supplies Pvt. Ltd.|31-03-2022|44.00|2.10|45.80|16.60|16.60||43.60
Quilon Foods Pvt. Ltd.|31-03-2022|40.90|1.20|65.40|63.00|63.00||36.90
Quinnox Consultancy Services Ltd.|31-03-2022|2318.30||2181.20|1274.80|1274.80||2253.60
Quinstreet Software India Pvt. Ltd.|31-03-2012|157.90||149.60|95.20|95.20||157.80
Quint Digital Media Ltd.|31-03-2023|447.50||383.70|2285.10|2285.10|155|410.50
Quintegra Solutions Ltd.|31-03-2023|||1.10|16.50|16.50|2|
Quintiles Data Processing Centre (India) Pvt. Ltd.|31-03-2014|359.20||326.00|287.70|287.70||349.60
Quintiles Technologies (India) Pvt. Ltd.|31-03-2014|3354.80||2970.20|2297.20|2297.20||3334.50
Quippo Drilling Intl. Pvt. Ltd.|31-03-2021|||0.60|1.00|1.00||
Quippo Infocomm Ltd.|31-03-2014|||8.40|16.60|16.60||
Quippo Infrastructure Equipment Ltd. [Merged]|31-03-2010|42.60||42.60|1407.50|1407.50||
Quippo Oil & Gas Infrastructure Ltd.|31-03-2022|3361.20||3460.00|3474.20|3474.20||3276.50
Quislex Legal Services Pvt. Ltd.|31-03-2022|1065.90||938.00|1515.80|1515.80||1035.90
Quito Exim Pvt. Ltd.|31-03-2012||||4.10|4.10||
Quod Ispat Ltd.|31-03-2021|7.60||7.50|314.10|314.10||
Quoprro Global Services Pvt. Ltd.|31-03-2016||||1001.90|1001.90||
Qutone Ceramic Pvt. Ltd.|31-03-2022|4540.50|26.40|4437.90|6483.20|6483.20||4481.90
Qutone Granito Pvt. Ltd. [Merged]|31-03-2017|1267.60|150.20|1344.20|1871.20|1871.20||1266.70
Qutone Tiles Pvt. Ltd. [Merged]|31-03-2017|910.90|297.90|1184.60|1722.90|1722.90||903.90
Quy Technology Pvt. Ltd.|31-03-2021|108.60||103.20|30.00|30.00||107.60
Qwik Supply Chain Pvt. Ltd.|31-03-2022|124151.80||123934.60|99661.30|99661.30||123473.90
Qwikcilver Solutions Pvt. Ltd.|31-03-2022|3223.10||2595.00|35308.30|35308.30||1580.40
R & B Denims Ltd.|31-03-2023|2808.60|27.80|2687.30|1419.40|1419.40|346|2760.90
R & B Infra Project Ltd.|31-03-2022|1852.20|-294.30|1442.10|1985.40|1985.40||1827.50
R & H Spaces Pvt. Ltd.|31-03-2022|341.80||583.50|1700.00|1700.00||326.70
R 3 Crop Care Pvt. Ltd.|31-03-2022|2456.60|29.10|2394.80|1275.80|1275.80||2431.50
R 3 Ventures Pvt. Ltd.|31-03-2007||||8.60|8.60||
R A C Extrusions Ltd.|31-03-2022|1437.30|46.40|1478.80|518.80|518.80||1426.20
R A C L Geartech Ltd.|31-03-2023|3673.50|196.60|3495.60|4553.20|4553.20|1193|3582.10
R A C Papers Ltd.|31-03-2022|1577.40|5.60|1579.10|638.80|638.80||1577.10
R A Chem Pharma Ltd.|31-03-2021|6237.20||5459.20|6817.90|6817.90||6106.50
R A D Elan Distributors Pvt. Ltd.|31-03-2022|669.10|43.50|706.20|229.30|229.30||623.50
R A H Infotech Pvt. Ltd.|31-03-2022|5273.10|59.00|5204.10|2295.00|2295.00||5256.70
R A K Ceramics India Pvt. Ltd.|31-12-2021|7437.70|-94.40|7336.50|6277.10|6277.10||7356.90
R A L Consumer Products Ltd.|31-03-2022|291.10|-5.30|320.90|358.00|358.00||290.00
R A S Associates Ltd.|31-03-2011|2.30||1.80|71.60|71.60||
R A Starch Processors Pvt. Ltd. [Merged]|31-03-2009|29.00||28.90|3.30|3.30||28.60
R B Agro Milling Pvt. Ltd.|31-03-2022|9611.20|-10.60|9489.20|1508.50|1508.50||9589.10
R B B L Inds. Ltd.|31-03-1999|81.00|-12.50|125.50|149.90|149.90||78.90
R B C Motors India Ltd.|31-03-2007|7.70||11.70|426.40|426.40||
R B Entertainment Ltd. [Merged]|31-03-2013|2.60|-0.20|1.80|6.00|6.00||2.60
R B Finvest & Builders Pvt. Ltd.|31-03-2022|425.00|0.00|424.50|22.60|22.60||423.70
R B Forgings Pvt. Ltd.|31-03-2022|678.20|-1.60|662.20|516.50|516.50||672.40
R B G Commodities Ltd.|31-03-2021|2.20||1.80|85.00|85.00||
R B G Minerals Inds. Ltd.|31-03-2022|||48.70|17.40|17.40||
R B Holdings Pvt. Ltd.|31-03-2023|0.50||0.50|2.40|2.40||0.40
R B Jewellers Pvt. Ltd.|31-03-2022|5956.20|-40.80|5832.00|741.70|741.70||5955.80
R B K Commodities Ltd.|31-03-2011|1.60||1.60|42.70|42.70||
R B K Share Broking Ltd.|31-03-2022|602.40|124.70|705.30|330.30|330.30||570.90
R B L Bank Ltd.|31-03-2023|118412.70||109585.50|1158787.00|1158787.00|11032|
R B L Digital Cable Network Pvt. Ltd.|31-03-2022|0.90|||1.30|1.30||
R B L Finserve Ltd.|31-03-2022|3258.10||4172.20|855.80|855.80||406.50
R B L Ltd.|31-03-2003||0.00|26.20|24.50|24.50||
R B M Industries Ltd.|31-03-2014|0.30||0.30|3.00|3.00||
R B M Infracon Ltd.|31-03-2022|476.30|6.00|462.00|250.50|250.50||475.40
R B Mangharam Foods Ltd.|31-03-2021|8.50|-1.30|7.80|3.10|3.10||5.00
R B Media Holdings Pvt. Ltd.|31-03-2023|3.30||1.20|3837.10|3837.10||0.40
R B Mediasoft Pvt. Ltd.|31-03-2023|0.50||0.60|4144.00|4144.00||0.40
R B Polymers Ltd.|31-03-2022|170.10|3.20|185.00|260.60|260.60||160.80
R B R K Investments Ltd.|31-03-2022|52.80|-35.80|48.00|111.40|111.40||52.80
R B R L Agro Commodities Ltd.|31-03-2022|845.20|-33.80|799.30|277.30|277.30||836.40
R B Rice Mill Pvt. Ltd.|31-03-2016|44.40|-37.00|24.80|95.90|95.90||44.40
R B S Equities (India) Pvt. Ltd.|31-03-2017|76.90||74.40|848.90|848.90||
R B S India Devp. Centre Pvt. Ltd. [Merged]|31-03-2015|16693.90||15080.90|14811.40|14811.40||16414.10
R B S Prime Services (India) Pvt. Ltd.|31-03-2022|66.60||12.50|241.10|241.10||
R B S Services India Pvt. Ltd.|31-03-2022|35301.40||32358.80|25723.60|25723.60||34291.40
R B Z Jewellers Ltd.|31-03-2022|2526.30|279.60|2658.00|1508.40|1508.40||2521.10
R C A Ltd.|31-03-2022|5.60||5.70|824.50|824.50||
R C All-Tech Power Systems Pvt. Ltd.|31-03-2022|74.10||74.30|58.10|58.10||73.50
R C Arts Ltd.|31-03-2021|18.00|1.40|19.40|26.30|26.30||18.00
R C C (Sales) Pvt. Ltd.|31-03-2022|||0.10|274.10|274.10||
R C C Cements Ltd.|31-03-2023|0.60||1.70|71.70|71.70|3|0.60
R C C Developers Ltd.|31-03-2022|10038.20|765.30|9777.40|5370.00|5370.00||9947.40
R C C Infraventures Ltd.|31-03-2019|2933.60|-194.70|2987.90|2894.00|2894.00||2903.10
R C C L Infrastructure Ltd.|31-03-2017|2.10||190.10|10.40|10.40||1.50
R C C P L Pvt. Ltd.|31-03-2023|38208.70|511.50|38502.90|64755.20|64755.20||37551.40
R C Das Engg. Pvt. Ltd.|31-03-2021|64.70|4.20|77.50|144.00|144.00||64.60
R C G Instruments (India) Pvt. Ltd.|31-03-2022|||0.10|2.90|2.90||
R C I Industries & Technologies Ltd.|31-03-2022|599.10|-249.40|1070.70|1184.50|1184.50|119|596.80
R C I Power Ltd.|31-03-2022|5.00||7.10|755.30|755.30||
R C L Cements Ltd.|31-03-2023|35.60||1.40|359.60|359.60||0.10
R C L Foods Ltd.|31-03-2023|0.20||0.70|22.10|22.10||
R C N Impex Pvt. Ltd.|31-03-2019|497.10|44.20|538.40|423.30|423.30||480.50
R C Plasto Tanks & Pipes Pvt. Ltd.|31-03-2022|8898.50|117.50|8393.10|4569.10|4569.10||8779.50
R C S Financial Technology Ltd.|31-03-2012|0.90||0.90|36.40|36.40||0.60
R C S Parivar Finance Ltd.|31-03-2010|0.40||0.40|11.80|11.80||0.10
R C S Vanaspati Inds. Ltd.|31-03-2022|9.70||0.60|6.70|6.70||0.30
R C Tobacco Pvt. Ltd.|31-03-2005|7.80||1.40|90.40|90.40||3.70
R D B Hyd Infrastructure Pvt. Ltd.|31-03-2022|485.20|-324.00|147.70|2080.80|2080.80||485.10
R D B Jaipur Infrastructure Pvt. Ltd.|31-03-2022||3.80|4.60|1361.00|1361.00||
